id,messages,result_1,result_2
485,"здравствуйте! скажите, пожалуйста, что делать, если элан местами не экспортирует токены из слоя интервьюера и экспортирует всё не до конца? заметила только после начала работы",NEUT,NEUT

486,"Ангелина, здравствуйте, пожалуйста, отправьте вашему ассистенту в личку eaf файл и скриншоты, показывающие где и что",NEUT,NEUT

487,"хорошо, спасибо",NEUT,NEUT

488,"у меня вот еще есть вводное слово &quot;значит&quot;, как его отметить надо? нкря просто пишет &quot;вв. слово&quot;",NEUT,NEUT

489,А как отметить слово &quot;Серёгин&quot;?,NEUT,NEUT

490,"Поясните мне, пожалуйста, (в конспекте не нашёл): [1) правильно ли, что POS - это часть речи upd: вроде убедился] 2) какие у каждого типа слов нужно указывать features, где есть этот список необходимого. Спасибо боольшое!",NEUT,PSTV

491,еще вопрос насчет слова &quot;окей&quot;<br>это считать как частицу?,NEUT,NEUT

492,"просто если рассматривать как синоним к &quot;хорошо&quot;, можно назвать и наречием, но лично мне тяжело это сделать",NEUT,NEUT

493,"Кажется, вот ответ:&quot;The class AUX also include copulas (in the narrow sense of pure linking words for nonverbal predication).&quot;",NEUT,NEUT

494,"Нет-нет, копулы - они только для связки быть. Вводные слова - ADV",NEUT,NEUT

495,Да,NEUT,NEUT

496,"Если притяжательное прилагательное - то ADJ, если фамилия - то PROPN",NEUT,NEUT

497,спасибо!,NEUT,NEUT

498,Как размечать слово &quot;надо&quot;?,NEUT,NEUT

499,"Это предикатив, но приписать ему пометку краткого прилагательного сложно, ср. *надый. Поэтому надо и можно придётся размечать как VERB, но без грамматических помет времени, вида и т.д",NEUT,NEUT

500,"Здравствуйте, слово чей-либо определяется как DET (здесь вопросов нет), и ему приписывается категория degree=pos, насколько корректно в таком случае говорить о степени сравнения? Не стоит ли мне просто убрать этот пункт?",NEUT,NEUT

501,"К этой же теме: у некоторых прилагательных определяется одушевленность, а у других нет, в принципе, представить одушевленное/неодушевленное прилагательное сложно , отсюда вопрос: нужна ли эта категория прилагательным?",NEUT,PSTV

502,спасибо!,NEUT,NEUT

503,"а подскажите еще, пожалуйста, с чем связано то, что строка на гитхабе не окрашена?",NEUT,PSTV

504,"У  DET степени сравнения не нужно, конечно",NEUT,NEUT

505,"В конспекте есть об&apos;яснение про винительный падеж прилагательного, найдёте?",NEUT,NEUT

506,"Потому что решётку он воспринимает как начало комментария, не обращайте внимания",NEUT,NEUT

507,"Да, спасибо, я все нашла",NEUT,NEUT

508,"для &quot;как ни попадя&quot; какая лемма&quot;попадя&quot;? &quot;попадать&quot; было бы наверняка &quot;попадая&quot;, авторазметка мило предложила &quot;попадить&quot;",NEUT,PSTV

509,"в нкря &quot;попасть&quot;, брать так?",NEUT,NEUT

510,попасть,NEUT,NEUT

511,"добрый вечер! подскажите, пожалуйста, что делать:<br>есть &quot;как бы&quot;, которое раздельно вроде бы союз+частица, но вместе — &quot;как&quot; там явно не союз, какой частью речи помечать &quot;как&quot; в этом случае?",NEUT,PSTV

512,спасибо!!,NEUT,NEUT

513,"Добрый вечер! оставьте без правки, как есть",NEUT,PSTV

514,"хорошо, спасибо<br>стоит ли это записывать в сложные случаи в гугл-форме?",NEUT,NEUT

515,"да, можно, если ничего интереснее не нашли:)",NEUT,PSTV

516,"Здравствуйте! Скажите, пожалуйста, слово &quot;так&quot;, которое по смыслу похоже на &quot;угу&quot; (человек что-то говорит, интервьюер реагирует: &quot;так&quot;) - это частица?",NEUT,NEUT

517,"такой вопрос: на сайте с universal POS tags в объяснениях для многих частей речи написано, что про то, как классифицируются те или иные слова в нужном языке, можно прочитать в некоторых language-specific documentations. не подскажите, есть ли действительно какие-то ресурсы, где это объясняется для русского?",NEUT,PSTV

518,"да, это частица",NEUT,NEUT

519,спасибо,NEUT,NEUT

520,"Добрый день!<br>Помогите, пожалуйста, разобраться с некоторыми сложными случаями в разметке.<br>1. Если имя собственное (название музыкальной группы) состоит из двух слов, которые изменяются как соответствующие им имена нарицательные, надо писать PROPN, но грамматические характеристики (для примера «Я играла на клавишах в группе Блуждающие огни») глагола и существительного? <br>2. В предложении «За барабанной установкой может быть что-то не видно» «может» - это VERB, но без показателей (как «надо»), «быть» – инфинитив, а «видно»  – краткое причастие?",NEUT,PSTV

521,"подскажите, пожалуйста, если человек говорит &quot;плюс&quot; в значении и/к тому же, то это существительное или союз?",NEUT,PSTV

522,в НКРЯ такое употребление в основном как союз отмечено,NEUT,PSTV

523,"ой, правда, спасибо!",PSTV,PSTV

524,"1. Добрый день, блуждать  + VERB и огонь + NOUN (пословный принцип)",NEUT,PSTV

525,"2. Может - лемма мочь + 3 л. ед. числа, быть - инфинитив, часть речи AUX ( это связка у &quot;видно&quot;, лемма видный, краткое прилагательное",NEUT,PSTV

526,Спасибо большое!,NEUT,NEUT

527,"как размечать &quot;кранты&quot;? В нкря предикатив, но у меня не сильно получается ему найти соответствие",NEUT,PSTV

528,"Здравствуйте, как размечать фальстарты?",NEUT,NEUT

529,"Скажите, пожалуйста, форму с ошибками можно заполнить только до 22.00? Это обязательная часть задания?",NEUT,NGTV

530,"здравствуйте! скажите, пожалуйста, у слова «прям» в контексте (ну я прям уверенна, что) лемма тоже «прям»? или «прямо»",NEUT,PSTV

531,здравствуйте<br>по НКРЯ это частица с леммой &quot;прям&quot;,NEUT,NEUT

532,"добрый вечер! подскажите, пожалуйста, как проставить падежи во фразе &quot;Компот означает &quot;компот&quot;, Груша означает &quot;груша&quot;&quot;, с учетом того, что речь о кличках для собак?",NEUT,PSTV

533,"UDPipe проставил второму &quot;компот&quot; аккузатив, остальные все по его мнению в номинативе, включая &quot;груша&quot;",NEUT,PSTV

534,"Добрый день, а какие именно? про основные случаи было написано в конспекте",NEUT,PSTV

535,"Добрый вечер, груша в обоих случаях Case=Nom, это единственно возможный вариант, судя по окончанию. Компот в первом употреблении Case=Nom (подлежащее), во втором и Nom, и Acc возможны. Но для симметрии я бы оба раза номинатив поставила",NEUT,PSTV

536,спасибо!,NEUT,NEUT

537,"Если в позиции сказуемого, типа &quot;нам кранты&quot;, то как ни странно, VERB (т.е. морфологически это не глагол, но синтаксически ведет себя во многом как глагол)",NEUT,NEUT

538,спасибо!!,NEUT,NEUT

539,а звательный падеж мы как-то отмечаем? &quot;Алин&quot; отметилось номинативом,NEUT,NEUT

540,"Еще и мужским родом, небось 😛. Case=Voc",NEUT,NEUT

541,спасибо большое,NEUT,NEUT

542,"А если звательный падеж не изменяется (Станислав, например), можно оставить Nom?",NEUT,NEUT

543,"Я смотрю, у них там пропала внятная переадресация на language-specific странички. Вот смотрите, если в URL <a href=""https://universaldependencies.org/u/pos/ADV.html"">https://universaldependencies.org/u/pos/ADV.html</a> моменять <code>u</code> на <code>ru</code>, то будет <a href=""https://universaldependencies.org/ru/pos/ADV.html"">так</a>",NEUT,PSTV

544,"подскажите пожалуйста, какой частью речи будет слово хип-хоп в словосочетании &quot;хип-хоп команда&quot;, моя интуиция говорит мне, что это сущ-ное, но какое-то очень странное",NEUT,PSTV

545,С другой стороны это может быть настолько же странное прилагательное,NEUT,PSTV

546,"Подскажите, критично ли, если выложить дз до дэдлайна, но заполнить форму после?",NEUT,PSTV

547,спасибо большое!,NEUT,NEUT

548,Cравнительные союзы - подчинительные,PSTV,PSTV

549,"Добрый вечер, не подскажете: сравнительные союзы (как, чем) - это sconj или cconj?",NEUT,PSTV

550,"Осмысление проделанной работы - важная часть, и я бы сказала, даже важнее, чем полнота сделанного. Советую и форму заполнить, и файл положить на гитхаб до дедлайна. Сам файл потом можно обновить (новым коммитом), как и всегда в продолжающемся проекте.",NEUT,PSTV

551,"Здравствуйте! Подскажите пожалуйста, у меня встречается слово &quot;каракули&quot;, автоматически оно размечается с леммой &quot;каракуль&quot;, а нкря считает леммами и &quot;каракуля&quot;, и &quot;каракуль&quot;, выбирать любой? или никакой из них, потому что в единственном числе практически не употребляется?",NEUT,PSTV

552,"мне кажется, &quot;каракуль&quot; - это про овечку, а в этом контексте я бы выбрала &quot;каракули&quot;. &quot;каракуля&quot;, наверное, тоже ошибкой не будет",NEUT,PSTV

553,спасибо!,NEUT,NEUT

554,"подскажите, пожалуйста, говорящий произносит имя собственное по слогам с большими паузами, каждый из слогов — отдельный токен, как их помечать в разметке? к первому слогу восстановить лемму полным именем, а остальным поставить Х? и если имя иностранное, как проставлять помету Foreign=Yes?",NEUT,PSTV

555,"По-моему, очень разумное решение. А что такое &quot;имя иностранное&quot;? Замечу, что помета Foreign=Yes ставится не-освоенному русской языковой системой слову",NEUT,PSTV

556,"имя не русского происхождения (Масару, произносится как Ма / са / ру)",NEUT,PSTV

557,спасибо!,NEUT,NEUT

558,Я бы не ставила вообще,NEUT,NEUT

559,не ставить помету Foreign=Yes?,NEUT,NEUT

560,да,NEUT,NEUT

561,"Простите пожалуйста, но я запуталась, куда все таки загружать домашнее задание? В прошлый раз мы создавали репозиторий LiveCorpus, а сейчас в дз написано, что это должна быть папка в репозитории lingdata",NEUT,PSTV

562,"Здравствуйте!<br><br>Как разметить слово &quot;скорее&quot; в таком контексте: &quot;Это скорее не к шоу, а так, в целом...&quot;?  <br>Оставить лемму &quot;скорее&quot; и  ADV  Degree=Pos?",NEUT,NEUT

563,да,NEUT,NEUT

564,у слов в ## лемма без решеток?,NEUT,NEUT

565,Здравствуйте! <br>Как помечать частицу &quot;бы&quot;? Как PART или как AUX?,NEUT,NEUT

566,"А ещё, у глагола &quot;увидеть&quot; лемма &quot;увидеть&quot; или &quot;видеть&quot;?",NEUT,PSTV

567,"у них нет леммы, это не-слова",NEUT,NEUT

568,"здравствуйте, part",NEUT,NEUT

569,&quot;увидеть&quot;,NEUT,NEUT

570,"Не совсем верно, у не-слов лемма соответствует словоформе",NEUT,NEUT

571,Спасибо!,NEUT,NEUT

572,"ой, да, простите, запуталась",PSTV,PSTV

573,добрый день. у существительных pluralia tantum типа &quot;очки&quot; мы не указываем род?,NEUT,PSTV

574,"У большинства он довольно очевиден и можно поставить. Если затрудняетесь, то не ставьте, это не будет ошибкой",NEUT,NGTV

575,"а что делать со &quot;спасибо&quot;? с одной стороны, это INTJ, но в контексте &quot;сказать спасибо&quot; может быть NOUN",NEUT,PSTV

576,"И ещё, вроде бы этот вопрос уже задавали, но я не нашла ответ: как поступать с &quot;самый страшный&quot;? Автоматически определяется как два ADJ в positive degree. Но это же не совсем верно...",NEUT,NGTV

577,"Добрый день, вы правильно догадываетесь, тут нужно ставить по контексту",NEUT,PSTV

578,"Определяется правильно, потому что сейчас мы делаем пословную разметку. Отдельно ещё будем говорить об неоднословных лексических единицах, это отдельный уровень разметки может быть",NEUT,PSTV

579,"понятно, спасибо",NEUT,NEUT

580,"здравствуйте! подскажите, пожалуйста, как размечать предикативы &quot;жарко&quot;, &quot;скучно&quot;? автоматически они определились как краткие прилагательные, это правильно?",NEUT,PSTV

581,"да, все верно разметилось, про это написано в конспекте",NEUT,NEUT

582,Добрый вечер!<br>У слов слова &quot;то есть&quot; определилась разметка PRON  и VERB. Нужно ее менять на что-то другое?,NEUT,PSTV

583,"добрый вечер, так и должно быть",NEUT,PSTV

584,"Здравствуйте! у меня назрели некоторые вопросы. 1. У меня возвратные глаголы определились как средний залог, это нужно менять? 2. Что делать со словом &quot;наверно&quot;? автоматически определяется как ADV",NEUT,NEUT

585,"Здравствуйте! Подскажите, пожалуйста, а разметку manual1.conllu заливать на гитхаб в формате txt?",NEUT,PSTV

586,"здравствуйте, заливать в формате .manual1.conllu",NEUT,NEUT

587,Здравствуйте! В каком числе должна быть лемма у слова &quot;девяностые&quot; в значении десятилетия? и что всё-таки делать с средним залогом и &quot;наверно&quot;?,NEUT,NEUT

588,"Добрый день, либо девяностый ADJ, либо девяностые NOUN. Советую посмотреть на <a href=""ruscorpora.ru"">ruscorpora.ru</a>, как там",NEUT,PSTV

589,"Возвратные глаголы размечаются как имеющие средний залог (Middle Voice), все верно",NEUT,NEUT

590,"Наверно - вводное слово, поскольку в UD специальной части речи для них нет, ставится ADV",NEUT,NEUT

591,Спасибо большое!,NEUT,NEUT

592,"Добрый вечер! прошу прощения за поздний вопрос. Скажите, пожалуйста, что делать с &quot;общем-то&quot; как частью оборота &quot;в общем-то&quot;? В корпусе оно разделено на два токена, но у меня ведь один, так как пишется без пробелов",NEUT,PSTV

593,"Добрый вечер! То - безударная частица, которая может свободно присоединяться к любому полнозначному слову (&quot;Миша-то&quot;, &quot;знал-то&quot;, &quot;на красном-то опеле&quot;), поэтому &quot;в общем-то&quot; разумно делить на 4 токена: &quot;в&quot;, &quot;общем&quot;, &quot;-&quot;, &quot;то&quot;. Только в неопределённых местоимениях &quot;то&quot; не считается отдельным токеном, по стандарту <a href=""ruscorpora.ru"">ruscorpora.ru</a>",NEUT,PSTV

594,Спасибо!,NEUT,NEUT

595,"здравствуйте! я что-то совсем запуталась с conllu. вот я сохранила файл с udpipe в этом формате, но он же потом не откроется в гугл таблицах (у меня мак и notepad скачать не могу)? для этого же надо его опять перевести в tsv, тогда все вроде правильно открывается. можно ли его перевести в tsv, отредачить, а потом опять вернуть в conllu?",NEUT,PSTV

596,"Поля, добрый день, на основной странице курса указаны аналоги notepad++ для мака - atom, sublime...",NEUT,PSTV

597,"Отредактировать можно в таблицах и вставить в онлайн-разметчик udpipe напрямую, важно, чтобы там было 10 столбцов и в первом столбце сплошная нумерация 1,2,3..",NEUT,PSTV

598,"Добрый день, ссылка на лекцию сегодня в Zoom-е в 18-10:<br><a href=""https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09"">https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09</a><br><br>Идентификатор конференции: 964 3719 7110<br>Код доступа: 597941",NEUT,PSTV

599,"Ссылка на запись лекции &quot;Мультимедийные корпуса&quot; <a href=""https://zoom.us/rec/play/hdkVQJN4wy7jRGFDBU1wzFgOW-9Kbw0Der2hv8_PyszOxHczhbS_ikHpKNGcENDQYlk7A49x95om7_P4.pQ_3nw4Qqel6QDGa"">https://zoom.us/rec/play/hdkVQJN4wy7jRGFDBU1wzFgOW-9Kbw0Der2hv8_PyszOxHczhbS_ikHpKNGcENDQYlk7A49x95om7_P4.pQ_3nw4Qqel6QDGa</a> Код доступа 9794_lingdata",NEUT,PSTV

600,"Не успела ответить про корпуса детской речи. Самый известный корпус - <a href=""https://childes.talkbank.org/"">CHILDES</a>, для разных языков.",NEUT,PSTV

601,"Но это транскрипты, не сами записи. Известен мультимедийный корпус детского <a href=""http://cbrchk.org/the-tong-corpus/"">китайского</a>, а также некоторых других <a href=""https://en.wikipedia.org/wiki/List_of_children%27s_speech_corpora"">языков</a>. Для русского, к сожалению, пока только несколько проектов в разработке, включая один (школьный детский) в Школе лингвистики.",NEUT,PSTV

602,"Добрый вечер, сайт требует код доступа для просмотра лекций. Можете его скинуть?",NEUT,PSTV

603,"А тот, который давался при ссылке на зум, не работает? Код доступа: 597941",NEUT,PSTV

604,"Домашнее задание по<a href=""https://olesar.github.io/lingdata2020/hw5-grammar-tagging2.html""> ссылке</a>. Дедлайн общий для всех групп - следующий  вторник 3 ноября 22:00. Параллельно мы сейчас смотрим ваши разметки и комментарии в гугл-формах и будем подсказывать, где улучшить разметку.",NEUT,PSTV

605,Не работает,PSTV,PSTV

606,"А когда мы узнаем, кто именно тот самый коллега?",NEUT,PSTV

607,Аня и Катя прям вот-вот вам об этом сообщат),NEUT,NEUT

608,Спасибо!!,NEUT,NEUT

609,"Поправила, дописала код доступа к ссылке. Теперь должно быть доступно",NEUT,PSTV

610,"Дорогие студенты, всем добрый вечер,<br>в таблице с оценками теперь вы можете найти имя вашего коллеги, чью разметку вам предстоит проверить",NEUT,PSTV

611,"извините, в 201 группе кому-то досталась разметка ани мартыненко, но она отчислилась",NEUT,PSTV

612,"поменяла, спасибо",NEUT,NEUT

613,"Добрый вечер, какой файл или файлы мы должны передать коллеге по д/з?",NEUT,PSTV

614,"Добрый вечер, не передать, а вы должны у вашего коллеги взять файл с автоматической морфоразметкой (обо всем сказано в дз5)",NEUT,PSTV

615,Спасибо!,NEUT,NEUT

616,здравствуйте! а если я не заполнила в дз-4 гугл форму об ошибках это очень плохо?,NEUT,NGTV

617,"Добрый день, ну как, как обычно при неполно сделанном задании",NEUT,PSTV

618,"Здравствуйте,<br>А что делать с кривой кодировкой? Я не могу скачать файл другого человека ни в ANSI, ни в Юникоде: там бред вместо слов. Посмотрела сейчас свои файлы на гитхабе. У меня нередактированный читается нормально, а с редактированным та же проблема. Что делать?",NEUT,NGTV

619,"Извините, а мы должны просить файл у своего коллеги, как-то найти его папку или все эти файлы где-то лежат?",NEUT,PSTV

620,В метаинформации есть ссылка,NEUT,NEUT

621,"Хороший повод познакомиться с одногруппником, нет? Если нет, то метод, предложенный Ирой, тоже подойдет",NEUT,PSTV

622,"Ира, сейчас посмотрим. Понимаю ваше негодование, но вообще по индивидуальным косякам лучше писать ассистентам напрямую",NEUT,PSTV

623,"Если файл не в той кодировке (в данном случае, Windows), со страницы всего репозитория lingdata скачайте весь архив  <code>Code</code> &gt; <code>Download ZIP</code>, распакуйте нужный файл и переведите его в кодировку utf-8 (в notepad++: Кодировка &gt; конвертировать в... )",NEUT,PSTV

624,"Дорогие студенты, всем добрый вечер,<br>обратите, пожалуйста, внимание: мы немного поменяли вам коллег в таблице, так что если вы уже начали выполнять дз5, то вам стоит еще раз заглянуть в таблицу",NEUT,PSTV

625,"Все получилось, спасибо",PSTV,PSTV

626,"Что делать в ситуации, когда я бы разбила на два слова то, что автор выделил как одно?",NEUT,NGTV

627,"пока запишите себе в напоминалку. Эти вещи нужно будет, после обсуждения с коллегой, пофиксить в ELAN, когда мы импортируем туда разметку",NEUT,NEUT

628,"ошибки в орфографии токенов можно исправлять, а вот количество токенов, разбиения и время - нет",NEUT,PSTV

629,"а что делать в том случае, если новый коллега не выполнил задание и у него вообще нет разметки?",NEUT,PSTV

630,"Пишите ассистенту, выдадим другой файл",NEUT,NEUT

631,Во фразе «ходите все в платьях» слово «все» считается DET?,NEUT,NEUT

632,"Скорее всего, это PRON",NEUT,NEUT

633,Иногда он не отличает все DET от все PRON,NEUT,NEUT

634,"Просто в примере на DET есть фраза «All must pay», где all это DET, но все равно...",NEUT,NEUT

635,"Возможно, я не права",NEUT,NEUT

636,"Скажите, пожалуйста &quot;чёто&quot; - какая часть речи? в корпусе отмечают как существительное, но мне это кажется странным",NEUT,NEUT

637,(...что это чёто сумасшествие какое-то),NGTV,NGTV

638,Чёто - это же что-то?,NEUT,NEUT

639,да,NEUT,NEUT

640,"Это проектная работа, а значит, помимо отдельных этапов (дз) имеется в виду общий результат и общие улучшаемые навыки лингвистического анализа (и за проект в целом будет отдельная оценка). Поэтому 1) вы можете дорабатывать свою морфологическую разметку  сейчас, 2) вы будете сравнивать два варианта разметки, свой и чужой, на следующем этапе и тем самым улучшать ее дальше, 3) на семинаре мы потренируемся импортировать грамматику в ELAN, и там тоже можно будет что-то еще поправить. NB только сейчас не трогайте разметку реплик по времени, чтобы можно было безболезненно сделать (3).",NEUT,PSTV

641,"здравствуйте! скажите пожалуйста, можно ли исправлять работу, если я не успела её доделать до дедлайна? разметку. я думала, что нельзя, но недавно разговор об этом зашёл на паре, и сейчас я перечитала беседу и увидела ваше сообщение, где вы сказали, что наша разметка ещё будет доделываться.  теперь я не очень понимаю, как быть",NEUT,PSTV

642,спасибо,NEUT,NEUT

643,"Извините, не могли бы вы подсказать, в каких случаях используется Polarity=Neg? Автоматическая разметка не поставила это вообще нигде, так и нужно?",NEUT,PSTV

644,"Кроме того, существуют ли категории качественных/относительных/притяжательных прилагательных в разметке? Ко всем прилагательным и наречиям автоматически ставится степень сравнения, даже там, где по идее она не может быть",NEUT,PSTV

645,"Добрый день, эта помета не принципиальна, добавлять ее специально не стоит, убирать тоже.",NEUT,PSTV

646,"Тут система разметки упрощена, и степень сравнения приписывается всем прилагательным независимо от разряда (качественные vs относительные,  порядковые числительные, наречия-местоимения и т.д.). Причина - так проще учить автоматические нейросетевые модели",NEUT,PSTV

647,Спасибо!,NEUT,NEUT

648,"А причастия, лемму которых автоматически определило глаголом (уязвленных (групп) - уязвить) лучше так и оставлять глаголом или перевести в прилагательные? Это просто не всегда выглядит привычно",NEUT,PSTV

649,"добрый вечер, подскажите, пожалуйста, слово &quot;раз&quot; в значении &quot;несколько раз&quot; к чему относиться будет?",NEUT,PSTV

650,"Добрый вечер. В таблице меня ни у кого нет, при этом задание я сделала <a href=""https://t.me/olesar"">@olesar</a>",NEUT,PSTV

651,"Добрый вечер, решим это",NEUT,PSTV

652,существительное,NEUT,NEUT

653,спасибо,NEUT,NEUT

654,"Добрый вечер, &quot;уязвлен, поражен, рассержен&quot; я бы ставила VERB, так как есть конструкции типа &quot;меня уязвило/поразило/рассердило&quot;, которые показывают, что по значению это еще не так далеко отошло от глагола",NEUT,PSTV

655,NOUN,NEUT,NEUT

656,"Да, но что касается конкретно полных форм? Что ставить к слову «уязвлённых» в «против уязвлённых групп»?",NEUT,NEUT

657,"Тут процесс адъективации уже пошел дальше, безусловно. ADJ (Кстати, в НКРЯ в этом случае поставили бы двойной разбор, но мы этой возможности лишены, должны выбрать что-то одно)",NEUT,PSTV

658,"Хорошо, спасибо большое",NEUT,NEUT

659,"в нкря иногда про наречия говорят, что их леммы восходят к наречиям, а иногда к прилагательным. скажите, пожалуйста, что стоит делать нам?<br>автоматическая разметка тоже иногда ставила у чего-то ADV, а у чего-то - ADJ",NEUT,PSTV

660,"извините, пожалуйста, если это уже обсуждалось",PSTV,PSTV

661,подскажите пожалуйста что делать с двувидовыми? &quot;экстраполировать&quot; на дик.академике как 2 вида и в корпусе тоже оба встречаются<br>по контексту непонятно perf или imp,NEUT,PSTV

662,"Добрый день! при глаголе будет наречием (одевалась модно), а в контексте &quot;это теперь не модно&quot; - кратким прилагательным. По контексту (и если конкретный контекст трудный,давайте его сюда)",NEUT,PSTV

663,"Бывает такое, что оба варианта равновероятны. Ставьте любой",NEUT,NEUT

664,спасибо огромное!,NEUT,NEUT

665,"Добрый вечер! Скажите, пожалуйста, обращение к одному человеку во множественном числе (вежливая речь, условно &quot;Иван, сделайте то и то&quot;) размечать глагол как множественное число?",NEUT,PSTV

666,"а у слов типа &quot;который&quot; нужно добавлять категории числа рода и одушевленности, если автоматически они не определились?",NEUT,PSTV

667,который разве вообще не должно определяться как det а не как pron?,NEUT,NEUT

668,"Добрый вечер! Слово &quot;привет&quot; в контексте &quot;Привет всем!&quot; определить как NOUN или INTJ? Если NOUN, то падеж Nom или Acc?",NEUT,PSTV

669,"да, вы вежливости размечается как множественное число, глаголы тоже",NEUT,PSTV

670,"<strong>который</strong> лучше добавлять род-число-одушевленность, конечно. но вообще я собираюсь править его разметку системно во всех ваших данных, с ним все сложно, морфологически это DET (адъективный класс), а синтаксически PRON - кроме контекстов &quot;который час&quot;, &quot;который по порядку&quot;",NEUT,PSTV

671,"наука считает, что все эти разборы имеют право на существование, поэтому любой выбирайте. Если &quot;большой привет&quot;, то только существительное",NEUT,PSTV

672,Спасибо!,NEUT,NEUT

673,спасибо!,NEUT,NEUT

674,"а что делать если коллега неправильно разметил??<br>там предложение со словом &quot;вначале&quot; и в этом контексте оно пишется слитно и является наречием, а размечено как &quot;в начале&quot;<br>так и оставлять?",NEUT,NGTV

675,"пока запишите себе в напоминалку. Эти вещи нужно будет, после обсуждения с коллегой, пофиксить в ELAN, когда мы импортируем туда разметку",NEUT,NEUT

676,"ошибки в орфографии токенов можно исправлять, а вот количество токенов, разбиения и время - нет",NEUT,PSTV

677,спасибо,NEUT,NEUT

678,Здравствуйте! В предложении &quot;Это был типаж вне моего диапазона&quot;: &quot;был&quot; - это VERB или AUX? &quot;это&quot; - Gender=Neut?,NEUT,NEUT

679,Доброй ночи! В отдельной фразе &quot;Казалось бы // &quot; то же самое будет?,NEUT,PSTV

680,У прилагательного &quot;высший&quot; лемма &quot;высокий&quot; или &quot;высший&quot;? Degree=Pos или Sup?,NEUT,NEUT

681,"В названии &quot;Орёл и решка&quot;, если оно не склоняется, необходимо у обоих слов указывать PROPN или NOUN? Везде указывать номинатив?",NEUT,NEUT

682,"Добрый день! У меня два вопроса. Во-первых, нормально ли, что &quot;сколько&quot; размечено как NUM? А во-вторых, часто леммой у глаголов совершенного вида указывается инфинитив несовершенного вида. Это нормально? (т.е. позвонила - звонить)",NEUT,PSTV

683,"Добрый день! <br>Правильно ли, что &quot;самый&quot; размечено как ADJ а не как DET?<br>С одной стороны, оно считается местоименным прилагательным, а значит должно быть DET, с другой стороны, оно зависит от прилагательного и не может зависеть от существительного, в отличие от других DET (этот красивый стол Vs самый красивый стол). Важно ли это?",NEUT,PSTV

684,добрый вечер. что делать с «раз-таки» в обороте «как раз-таки»? ориентирововаться на «раз» и определять как сущ?,NEUT,PSTV

685,"Здравствуйте, entrapolarity,  это предложение со связкой, такое же, как &quot;Петя был умный&quot;, но сказуемое здесь выражено предложенной группой, ср. также &quot;Петя из Сибири&quot; или &quot;абонент вне зоны доступа&quot;. AUX",NEUT,PSTV

686,"в «люди, с которыми...»«которыми» можно считать sconj?",NEUT,NEUT

687,"Нет, это союзное слово с предлогом, если в школьной терминологии говорить, им управляет предикат или имя в относительном придаточном, оно изменяется, в отличие от союза. ADP + PRON",NEUT,PSTV

688,спасибо!,NEUT,NEUT

689,"&quot;высший&quot;, но Degree=Sup",NEUT,NEUT

690,"Правило такое: если это 2-3...n- словная именованная сущность (название произведения, организации и т.п.), то размечаем как NOUN, CCONJ и т.д. каждое слово (см также VERB в &quot;Убить дракона&quot;). Если однословное название, то PROPN, чтобы отличить Орла от орла, &quot;Правду&quot; от правды и т.д.",NEUT,PSTV

691,"Значений категорий числа, падежа и т.д. ставятся в зависимости от контекста, &quot;смотрел &quot;Орел и решка&quot;&quot; - номинатив. смотрел &quot;Орла и решку&quot; - аккузатив",NEUT,NGTV

692,"Вы правы, Никита, &quot;самый&quot; в Грамматическом <a href=""https://gramdict.ru/"">словаре</a> А.А.Зализняка имеет помету местоимение-прилагательное и должно было бы быть DET, но исторически так сложилось, что в корпусах других языков в формате UD и в корпусах Google UD у аналогов стоит помета ADJ, поэтому выбор в пользу ADJ для русского продиктован соображениями унификации. (Может зависеть и от существительного, если оно оценочное &quot;Кто у нас самый лапочка?&quot;, но это следует из его свойств семантической сочетаемости)",NEUT,PSTV

693,"Добрый день, Алина, у глаголов нужно исправить лемму",NEUT,PSTV

694,"Сколько - да, вполне себе числительное, так как изменяется по падежам (наречием тоже может быть, но скорее при глаголе)",NEUT,PSTV

695,Спасибо большое!,NEUT,NEUT

696,"&quot;таки&quot; здесь частица. А &quot;раз&quot; будет <a href=""https://processing.ruscorpora.ru/search.xml?env=alpha&amp;api=1.0&amp;mycorp=JSONeyJkb2NfaV90YWdnaW5nIjogWyIxIl19&amp;mysent=&amp;mysize=6003397&amp;mysentsize=0&amp;dpp=&amp;spp=&amp;spd=&amp;mydocsize=2170&amp;mode=main&amp;lang=ru&amp;sort=i_grtagging&amp;nodia=1&amp;text=lexform&amp;req=%D0%BA%D0%B0%D0%BA+%D1%80%D0%B0%D0%B7"">существительным</a>",NEUT,NEUT

697,Спасибо большое!,NEUT,NEUT

698,просто они стоят вместе как один токен,NEUT,PSTV

699,"Запомните, чтобы потом в ELAN это подправить",NEUT,PSTV

