id,messages,result_1,result_2,result_3 
464,"Хорошо, спасибо!",0.0,0.0,0.0
465,"Подскажите, верно, что я расставила мало знаков / в речи человека, если он хоть и вставляет периодически &apos;эээ&apos; в речь, но говорит очень равномерно, просто неторопливо<br>т е даже с запинками ритм фразы не сбивается",0.07101951219512195,0.29118,0.6328
466,Бывают люди с разным темпом речи. В этом случае лишние / не нужны,0.09937333333333333,0.29812,0.21315
467,"Не знаю, нужно это или нет (похоже не на той страничке с дз прочитала это), но я сделала слои с жестами и их описаниями. Удалить их или пусть будут?)",0.06312941176470588,0.2683,0.6905
468,Если &quot;нет&quot; в контексте,0.04037142857142857,0.2826,0.0
469,"&quot;там нет террасы&quot; разметило глаголом, оставлять или на INTJ менять? Это аналог &quot;не есть&quot;?",0.05031363636363636,0.276725,0.0
470,Вот это про ваш вопрос,0.0,0.0,0.0
471,"<strong>нет</strong> тот самый предикатив, у которого нет отдельной метки. Оставьте как VERB,  хотя бы потому, что он имеет соотносительные сложные формы времени - &quot;не было&quot; и &quot;не будет&quot;",0.018565789473684213,0.176375,0.0
472,"Здравствуйте, у меня не получается начать автоматическое определение частей речи, можете пожалуйста сказать, что я делаю не так",0.17375454545454544,0.38226,0.7265999999999999
473,"Какое у тебя расширение файла? У меня получилось  только с tsv, причём не с первого раза",0.096395,0.38558,0.8628
474,у меня именно tsv,0.07522,0.3761,0.0
475,а вы пробовали вот так сделать?,0.07617499999999999,0.30469999999999997,0.5538
476,"да, пробовала",0.13845,0.5538,0.5538
477,спасибо!!,0.0,0.0,0.0
478,"а у тебя перед единицами нули есть?<br>(типа, 0001)",0.052649999999999995,0.31589999999999996,0.0
479,"нет, но мне уже помогли найти проблему: у меня в разметке были кавычки, и видимо, они все ломали",0.09190000000000001,0.28882857142857143,0.10715000000000002
480,"Подскажите, пожалуйста: udpipe выдаёт ошибку, пробовал  так сделать, но программа ничего не заменяет. Что ещё попробовать?",0.040082608695652173,0.1317,0.06846666666666668
481,"Можете скинуть мне в лс файл, я посмотрю",0.17235,0.3447,0.6111
482,"здравствуйте! у меня есть лемма &quot;что-нибудь&quot;, нкря говорит, что это SPRO<br>однако я не припоминаю, чтобы мы такое использовали где-то, как эту часть речи обозначить надо?",0.06615714285714286,0.3307857142857143,0.0
483,"Добрый день,  здорово, что посмотрели в корпусе) Это PRON в нашем инвентаре.",0.08085882352941176,0.34365,1.0
484,спасибо!,0.0,0.0,0.0
485,"здравствуйте! скажите, пожалуйста, что делать, если элан местами не экспортирует токены из слоя интервьюера и экспортирует всё не до конца? заметила только после начала работы",0.05079354838709677,0.22494285714285714,0.0
486,"Ангелина, здравствуйте, пожалуйста, отправьте вашему ассистенту в личку eaf файл и скриншоты, показывающие где и что",0.03560952380952381,0.14956,0.0
487,"хорошо, спасибо",0.0,0.0,0.0
488,"у меня вот еще есть вводное слово &quot;значит&quot;, как его отметить надо? нкря просто пишет &quot;вв. слово&quot;",0.05286,0.18878571428571428,0.0
489,А как отметить слово &quot;Серёгин&quot;?,0.003822222222222222,0.0172,0.0
490,"Поясните мне, пожалуйста, (в конспекте не нашёл): [1) правильно ли, что POS - это часть речи upd: вроде убедился] 2) какие у каждого типа слов нужно указывать features, где есть этот список необходимого. Спасибо боольшое!",0.0608452380952381,0.28394444444444444,0.5976
491,еще вопрос насчет слова &quot;окей&quot;<br>это считать как частицу?,0.0013230769230769231,0.0172,0.0
492,"просто если рассматривать как синоним к &quot;хорошо&quot;, можно назвать и наречием, но лично мне тяжело это сделать",0.05399090909090909,0.29695,0.0
493,"Кажется, вот ответ:&quot;The class AUX also include copulas (in the narrow sense of pure linking words for nonverbal predication).&quot;",0.0,0.0,0.0
494,"Нет-нет, копулы - они только для связки быть. Вводные слова - ADV",0.04430666666666667,0.16615000000000002,0.0
495,Да,0.0,0.0,0.0
496,"Если притяжательное прилагательное - то ADJ, если фамилия - то PROPN",0.007692307692307693,0.1,0.0
497,спасибо!,0.0,0.0,0.0
498,Как размечать слово &quot;надо&quot;?,0.00215,0.0172,0.0
499,"Это предикатив, но приписать ему пометку краткого прилагательного сложно, ср. *надый. Поэтому надо и можно придётся размечать как VERB, но без грамматических помет времени, вида и т.д",0.04096285714285714,0.20481428571428573,0.0
500,"Здравствуйте, слово чей-либо определяется как DET (здесь вопросов нет), и ему приписывается категория degree=pos, насколько корректно в таком случае говорить о степени сравнения? Не стоит ли мне просто убрать этот пункт?",0.04812432432432432,0.222575,0.0
501,"К этой же теме: у некоторых прилагательных определяется одушевленность, а у других нет, в принципе, представить одушевленное/неодушевленное прилагательное сложно , отсюда вопрос: нужна ли эта категория прилагательным?",0.07118787878787879,0.3356,0.77815
502,спасибо!,0.0,0.0,0.0
503,"а подскажите еще, пожалуйста, с чем связано то, что строка на гитхабе не окрашена?",0.07029473684210526,0.4452,0.6328
504,"У  DET степени сравнения не нужно, конечно",0.01455,0.07275000000000001,0.0
505,"В конспекте есть об&apos;яснение про винительный падеж прилагательного, найдёте?",0.1013,0.4052,0.0
506,"Потому что решётку он воспринимает как начало комментария, не обращайте внимания",0.10203076923076923,0.3316,0.0
507,"Да, спасибо, я все нашла",0.1105,0.442,0.0
508,"для &quot;как ни попадя&quot; какая лемма&quot;попадя&quot;? &quot;попадать&quot; было бы наверняка &quot;попадая&quot;, авторазметка мило предложила &quot;попадить&quot;",0.07280357142857143,0.4077,0.5724
509,"в нкря &quot;попасть&quot;, брать так?",0.03846,0.1923,0.0
510,попасть,0.16325,0.3265,0.0
511,"добрый вечер! подскажите, пожалуйста, что делать:<br>есть &quot;как бы&quot;, которое раздельно вроде бы союз+частица, но вместе — &quot;как&quot; там явно не союз, какой частью речи помечать &quot;как&quot; в этом случае?",0.099075,0.5449125,0.746025
512,спасибо!!,0.0,0.0,0.0
513,"Добрый вечер! оставьте без правки, как есть",0.19272,0.6424,1.0
514,"хорошо, спасибо<br>стоит ли это записывать в сложные случаи в гугл-форме?",-0.016071428571428573,-0.225,0.0
515,"да, можно, если ничего интереснее не нашли:)",0.14613,0.73065,0.9231
516,"Здравствуйте! Скажите, пожалуйста, слово &quot;так&quot;, которое по смыслу похоже на &quot;угу&quot; (человек что-то говорит, интервьюер реагирует: &quot;так&quot;) - это частица?",0.03251818181818182,0.268275,0.0
517,"такой вопрос: на сайте с universal POS tags в объяснениях для многих частей речи написано, что про то, как классифицируются те или иные слова в нужном языке, можно прочитать в некоторых language-specific documentations. не подскажите, есть ли действительно какие-то ресурсы, где это объясняется для русского?",0.09526603773584906,0.3883923076923077,0.8078000000000001
518,"да, это частица",0.0,0.0,0.0
519,спасибо,0.0,0.0,0.0
520,"Добрый день!<br>Помогите, пожалуйста, разобраться с некоторыми сложными случаями в разметке.<br>1. Если имя собственное (название музыкальной группы) состоит из двух слов, которые изменяются как соответствующие им имена нарицательные, надо писать PROPN, но грамматические характеристики (для примера «Я играла на клавишах в группе Блуждающие огни») глагола и существительного? <br>2. В предложении «За барабанной установкой может быть что-то не видно» «может» - это VERB, но без показателей (как «надо»), «быть» – инфинитив, а «видно»  – краткое причастие?",0.07481075268817204,0.2675923076923077,0.76652
521,"подскажите, пожалуйста, если человек говорит &quot;плюс&quot; в значении и/к тому же, то это существительное или союз?",0.09061304347826087,0.521025,0.66205
522,в НКРЯ такое употребление в основном как союз отмечено,0.07085,0.35425,0.6913
523,"ой, правда, спасибо!",0.1038,0.7266,0.7266
524,"1. Добрый день, блуждать  + VERB и огонь + NOUN (пословный принцип)",0.06334375,0.253375,1.0
525,"2. Может - лемма мочь + 3 л. ед. числа, быть - инфинитив, часть речи AUX ( это связка у &quot;видно&quot;, лемма видный, краткое прилагательное",0.09521714285714286,0.416575,0.7407333333333334
526,Спасибо большое!,0.066725,0.2669,0.0
527,"как размечать &quot;кранты&quot;? В нкря предикатив, но у меня не сильно получается ему найти соответствие",0.11054,0.5527,0.8421
528,"Здравствуйте, как размечать фальстарты?",0.0,0.0,0.0
529,"Скажите, пожалуйста, форму с ошибками можно заполнить только до 22.00? Это обязательная часть задания?",0.037020000000000004,0.10577142857142859,-0.9812
530,"здравствуйте! скажите, пожалуйста, у слова «прям» в контексте (ну я прям уверенна, что) лемма тоже «прям»? или «прямо»",0.08070000000000001,0.38736,1.0
531,здравствуйте<br>по НКРЯ это частица с леммой &quot;прям&quot;,0.0,0.0,0.0
532,"добрый вечер! подскажите, пожалуйста, как проставить падежи во фразе &quot;Компот означает &quot;компот&quot;, Груша означает &quot;груша&quot;&quot;, с учетом того, что речь о кличках для собак?",0.1362,0.3696857142857143,0.70075
533,"UDPipe проставил второму &quot;компот&quot; аккузатив, остальные все по его мнению в номинативе, включая &quot;груша&quot;",0.06048095238095238,0.317525,0.5851
534,"Добрый день, а какие именно? про основные случаи было написано в конспекте",0.10924,0.40965,1.0
535,"Добрый вечер, груша в обоих случаях Case=Nom, это единственно возможный вариант, судя по окончанию. Компот в первом употреблении Case=Nom (подлежащее), во втором и Nom, и Acc возможны. Но для симметрии я бы оба раза номинатив поставила",0.07080227272727273,0.2832090909090909,0.79255
536,спасибо!,0.0,0.0,0.0
537,"Если в позиции сказуемого, типа &quot;нам кранты&quot;, то как ни странно, VERB (т.е. морфологически это не глагол, но синтаксически ведет себя во многом как глагол)",0.03303529411764706,0.2808,0.0
538,спасибо!!,0.0,0.0,0.0
539,а звательный падеж мы как-то отмечаем? &quot;Алин&quot; отметилось номинативом,0.04523846153846154,0.29405000000000003,0.0
540,"Еще и мужским родом, небось 😛. Case=Voc",0.027589999999999996,0.2759,0.0
541,спасибо большое,0.08896666666666668,0.2669,0.0
542,"А если звательный падеж не изменяется (Станислав, например), можно оставить Nom?",0.05038,0.2519,0.0
543,"Я смотрю, у них там пропала внятная переадресация на language-specific странички. Вот смотрите, если в URL <a href=""https://universaldependencies.org/u/pos/ADV.html"">https://universaldependencies.org/u/pos/ADV.html</a> моменять <code>u</code> на <code>ru</code>, то будет <a href=""https://universaldependencies.org/ru/pos/ADV.html"">так</a>",0.03135405405405405,0.23202,0.08800000000000002
544,"подскажите пожалуйста, какой частью речи будет слово хип-хоп в словосочетании &quot;хип-хоп команда&quot;, моя интуиция говорит мне, что это сущ-ное, но какое-то очень странное",0.11605333333333333,0.3165090909090909,0.6064
545,С другой стороны это может быть настолько же странное прилагательное,0.07966363636363637,0.219075,0.6111
546,"Подскажите, критично ли, если выложить дз до дэдлайна, но заполнить форму после?",0.05505294117647059,0.46795,0.6328
547,спасибо большое!,0.066725,0.2669,0.0
548,Cравнительные союзы - подчинительные,0.13826,0.6913,0.6913
549,"Добрый вечер, не подскажете: сравнительные союзы (как, чем) - это sconj или cconj?",0.10121764705882354,0.5735666666666667,0.84565
550,"Осмысление проделанной работы - важная часть, и я бы сказала, даже важнее, чем полнота сделанного. Советую и форму заполнить, и файл положить на гитхаб до дедлайна. Сам файл потом можно обновить (новым коммитом), как и всегда в продолжающемся проекте.",0.10984375,0.29291666666666666,0.659175
551,"Здравствуйте! Подскажите пожалуйста, у меня встречается слово &quot;каракули&quot;, автоматически оно размечается с леммой &quot;каракуль&quot;, а нкря считает леммами и &quot;каракуля&quot;, и &quot;каракуль&quot;, выбирать любой? или никакой из них, потому что в единственном числе практически не употребляется?",0.027055555555555555,0.12175000000000001,0.6328
552,"мне кажется, &quot;каракуль&quot; - это про овечку, а в этом контексте я бы выбрала &quot;каракули&quot;. &quot;каракуля&quot;, наверное, тоже ошибкой не будет",0.024966666666666668,0.08239,-0.19824999999999998
553,спасибо!,0.0,0.0,0.0
554,"подскажите, пожалуйста, говорящий произносит имя собственное по слогам с большими паузами, каждый из слогов — отдельный токен, как их помечать в разметке? к первому слогу восстановить лемму полным именем, а остальным поставить Х? и если имя иностранное, как проставлять помету Foreign=Yes?",0.07328627450980392,0.2875076923076923,0.8164
555,"По-моему, очень разумное решение. А что такое &quot;имя иностранное&quot;? Замечу, что помета Foreign=Yes ставится не-освоенному русской языковой системой слову",0.08376153846153847,0.36296666666666666,1.0
556,"имя не русского происхождения (Масару, произносится как Ма / са / ру)",0.06376428571428572,0.44635,0.6477
557,спасибо!,0.0,0.0,0.0
558,Я бы не ставила вообще,0.07935,0.23804999999999998,0.0
559,не ставить помету Foreign=Yes?,0.016666666666666666,0.1,0.0
560,да,0.0,0.0,0.0
561,"Простите пожалуйста, но я запуталась, куда все таки загружать домашнее задание? В прошлый раз мы создавали репозиторий LiveCorpus, а сейчас в дз написано, что это должна быть папка в репозитории lingdata",0.09490270270270271,0.2926166666666667,0.48119999999999996
562,"Здравствуйте!<br><br>Как разметить слово &quot;скорее&quot; в таком контексте: &quot;Это скорее не к шоу, а так, в целом...&quot;?  <br>Оставить лемму &quot;скорее&quot; и  ADV  Degree=Pos?",0.01121860465116279,0.2412,0.0
563,да,0.0,0.0,0.0
564,у слов в ## лемма без решеток?,0.001911111111111111,0.0172,0.0
565,Здравствуйте! <br>Как помечать частицу &quot;бы&quot;? Как PART или как AUX?,0.023094117647058824,0.3926,0.0
566,"А ещё, у глагола &quot;увидеть&quot; лемма &quot;увидеть&quot; или &quot;видеть&quot;?",0.045005555555555556,0.27003333333333335,0.6563
567,"у них нет леммы, это не-слова",0.0,0.0,0.0
568,"здравствуйте, part",0.0,0.0,0.0
569,&quot;увидеть&quot;,0.019225,0.0769,0.0
570,"Не совсем верно, у не-слов лемма соответствует словоформе",0.05149,0.5149,0.0
571,Спасибо!,0.0,0.0,0.0
572,"ой, да, простите, запуталась",0.038112499999999994,0.15244999999999997,0.15244999999999997
573,добрый день. у существительных pluralia tantum типа &quot;очки&quot; мы не указываем род?,0.09808235294117647,0.41685,0.8449
574,"У большинства он довольно очевиден и можно поставить. Если затрудняетесь, то не ставьте, это не будет ошибкой",0.02863333333333333,0.06681111111111111,-0.75195
575,"а что делать со &quot;спасибо&quot;? с одной стороны, это INTJ, но в контексте &quot;сказать спасибо&quot; может быть NOUN",0.07646538461538462,0.33135,0.6111
576,"И ещё, вроде бы этот вопрос уже задавали, но я не нашла ответ: как поступать с &quot;самый страшный&quot;? Автоматически определяется как два ADJ в positive degree. Но это же не совсем верно...",0.012928571428571428,0.0905,-0.9
577,"Добрый день, вы правильно догадываетесь, тут нужно ставить по контексту",0.14566153846153845,0.37872,1.0
578,"Определяется правильно, потому что сейчас мы делаем пословную разметку. Отдельно ещё будем говорить об неоднословных лексических единицах, это отдельный уровень разметки может быть",0.1136037037037037,0.27884545454545456,0.6111
579,"понятно, спасибо",0.0,0.0,0.0
580,"здравствуйте! подскажите, пожалуйста, как размечать предикативы &quot;жарко&quot;, &quot;скучно&quot;? автоматически они определились как краткие прилагательные, это правильно?",0.029017857142857144,0.203125,0.6328
581,"да, все верно разметилось, про это написано в конспекте",0.0113,0.1356,0.0
582,Добрый вечер!<br>У слов слова &quot;то есть&quot; определилась разметка PRON  и VERB. Нужно ее менять на что-то другое?,0.080968,0.2891714285714286,1.0
583,"добрый вечер, так и должно быть",0.180925,0.7237,1.0
584,"Здравствуйте! у меня назрели некоторые вопросы. 1. У меня возвратные глаголы определились как средний залог, это нужно менять? 2. Что делать со словом &quot;наверно&quot;? автоматически определяется как ADV",0.04873947368421053,0.20578888888888888,0.0
585,"Здравствуйте! Подскажите, пожалуйста, а разметку manual1.conllu заливать на гитхаб в формате txt?",0.03753888888888889,0.22523333333333334,0.6328
586,"здравствуйте, заливать в формате .manual1.conllu",-0.006344444444444444,-0.0571,0.0
587,Здравствуйте! В каком числе должна быть лемма у слова &quot;девяностые&quot; в значении десятилетия? и что всё-таки делать с средним залогом и &quot;наверно&quot;?,0.03205,0.1923,0.0
588,"Добрый день, либо девяностый ADJ, либо девяностые NOUN. Советую посмотреть на <a href=""ruscorpora.ru"">ruscorpora.ru</a>, как там",0.09040454545454546,0.49722500000000003,0.825
589,"Возвратные глаголы размечаются как имеющие средний залог (Middle Voice), все верно",0.0027461538461538465,0.0357,0.0
590,"Наверно - вводное слово, поскольку в UD специальной части речи для них нет, ставится ADV",0.05243888888888889,0.15731666666666666,0.0
591,Спасибо большое!,0.066725,0.2669,0.0
592,"Добрый вечер! прошу прощения за поздний вопрос. Скажите, пожалуйста, что делать с &quot;общем-то&quot; как частью оборота &quot;в общем-то&quot;? В корпусе оно разделено на два токена, но у меня ведь один, так как пишется без пробелов",0.05607659574468085,0.21963333333333332,0.45813333333333334
593,"Добрый вечер! То - безударная частица, которая может свободно присоединяться к любому полнозначному слову (&quot;Миша-то&quot;, &quot;знал-то&quot;, &quot;на красном-то опеле&quot;), поэтому &quot;в общем-то&quot; разумно делить на 4 токена: &quot;в&quot;, &quot;общем&quot;, &quot;-&quot;, &quot;то&quot;. Только в неопределённых местоимениях &quot;то&quot; не считается отдельным токеном, по стандарту <a href=""ruscorpora.ru"">ruscorpora.ru</a>",0.03639733333333333,0.3033111111111111,0.80555
594,Спасибо!,0.0,0.0,0.0
595,"здравствуйте! я что-то совсем запуталась с conllu. вот я сохранила файл с udpipe в этом формате, но он же потом не откроется в гугл таблицах (у меня мак и notepad скачать не могу)? для этого же надо его опять перевести в tsv, тогда все вроде правильно открывается. можно ли его перевести в tsv, отредачить, а потом опять вернуть в conllu?",0.06615142857142857,0.27238823529411765,0.31604999999999994
596,"Поля, добрый день, на основной странице курса указаны аналоги notepad++ для мака - atom, sublime...",0.10247727272727272,0.37575000000000003,1.0
597,"Отредактировать можно в таблицах и вставить в онлайн-разметчик udpipe напрямую, важно, чтобы там было 10 столбцов и в первом столбце сплошная нумерация 1,2,3..",0.06522,0.3261,0.5638
598,"Добрый день, ссылка на лекцию сегодня в Zoom-е в 18-10:<br><a href=""https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09"">https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09</a><br><br>Идентификатор конференции: 964 3719 7110<br>Код доступа: 597941",0.0722,0.38988,0.7866
599,"Ссылка на запись лекции &quot;Мультимедийные корпуса&quot; <a href=""https://zoom.us/rec/play/hdkVQJN4wy7jRGFDBU1wzFgOW-9Kbw0Der2hv8_PyszOxHczhbS_ikHpKNGcENDQYlk7A49x95om7_P4.pQ_3nw4Qqel6QDGa"">https://zoom.us/rec/play/hdkVQJN4wy7jRGFDBU1wzFgOW-9Kbw0Der2hv8_PyszOxHczhbS_ikHpKNGcENDQYlk7A49x95om7_P4.pQ_3nw4Qqel6QDGa</a> Код доступа 9794_lingdata",0.06671666666666667,0.300225,0.5732
600,"Не успела ответить про корпуса детской речи. Самый известный корпус - <a href=""https://childes.talkbank.org/"">CHILDES</a>, для разных языков.",0.13511818181818183,0.371575,0.7805500000000001
601,"Но это транскрипты, не сами записи. Известен мультимедийный корпус детского <a href=""http://cbrchk.org/the-tong-corpus/"">китайского</a>, а также некоторых других <a href=""https://en.wikipedia.org/wiki/List_of_children%27s_speech_corpora"">языков</a>. Для русского, к сожалению, пока только несколько проектов в разработке, включая один (школьный детский) в Школе лингвистики.",0.042151063829787234,0.22012222222222222,0.6346
602,"Добрый вечер, сайт требует код доступа для просмотра лекций. Можете его скинуть?",0.17130625,0.3915571428571429,0.7281
603,"А тот, который давался при ссылке на зум, не работает? Код доступа: 597941",0.044535294117647055,0.37855,0.6
604,"Домашнее задание по<a href=""https://olesar.github.io/lingdata2020/hw5-grammar-tagging2.html""> ссылке</a>. Дедлайн общий для всех групп - следующий  вторник 3 ноября 22:00. Параллельно мы сейчас смотрим ваши разметки и комментарии в гугл-формах и будем подсказывать, где улучшить разметку.",0.07779756097560976,0.2658083333333333,0.8278
605,Не работает,0.19999999999999998,0.6,0.6
606,"А когда мы узнаем, кто именно тот самый коллега?",0.07767500000000001,0.46605,0.6045
607,Аня и Катя прям вот-вот вам об этом сообщат),0.01429,0.1429,0.0
608,Спасибо!!,0.0,0.0,0.0
609,"Поправила, дописала код доступа к ссылке. Теперь должно быть доступно",0.14323846153846154,0.37242,0.6203
610,"Дорогие студенты, всем добрый вечер,<br>в таблице с оценками теперь вы можете найти имя вашего коллеги, чью разметку вам предстоит проверить",0.174984,0.3976909090909091,0.7853333333333333
611,"извините, в 201 группе кому-то досталась разметка ани мартыненко, но она отчислилась",0.08690666666666667,0.3259,1.0
612,"поменяла, спасибо",0.036775,0.1471,0.0
613,"Добрый вечер, какой файл или файлы мы должны передать коллеге по д/з?",0.09876,0.37035,1.0
614,"Добрый вечер, не передать, а вы должны у вашего коллеги взять файл с автоматической морфоразметкой (обо всем сказано в дз5)",0.07240869565217391,0.41635,1.0
615,Спасибо!,0.0,0.0,0.0
616,здравствуйте! а если я не заполнила в дз-4 гугл форму об ошибках это очень плохо?,0.007861111111111112,0.035375000000000004,-0.9812
617,"Добрый день, ну как, как обычно при неполно сделанном задании",0.09316923076923077,0.3028,1.0
618,"Здравствуйте,<br>А что делать с кривой кодировкой? Я не могу скачать файл другого человека ни в ANSI, ни в Юникоде: там бред вместо слов. Посмотрела сейчас свои файлы на гитхабе. У меня нередактированный читается нормально, а с редактированным та же проблема. Что делать?",0.052375,0.16020588235294117,-0.16665000000000002
619,"Извините, а мы должны просить файл у своего коллеги, как-то найти его папку или все эти файлы где-то лежат?",0.12614782608695652,0.32237777777777776,1.0
620,В метаинформации есть ссылка,0.13534,0.33835,0.0
621,"Хороший повод познакомиться с одногруппником, нет? Если нет, то метод, предложенный Ирой, тоже подойдет",0.14057,0.40162857142857145,0.7564333333333333
622,"Ира, сейчас посмотрим. Понимаю ваше негодование, но вообще по индивидуальным косякам лучше писать ассистентам напрямую",0.1373,0.28985555555555553,0.29515
623,"Если файл не в той кодировке (в данном случае, Windows), со страницы всего репозитория lingdata скачайте весь архив  <code>Code</code> &gt; <code>Download ZIP</code>, распакуйте нужный файл и переведите его в кодировку utf-8 (в notepad++: Кодировка &gt; конвертировать в... )",0.03923695652173913,0.25784285714285715,0.9828
624,"Дорогие студенты, всем добрый вечер,<br>обратите, пожалуйста, внимание: мы немного поменяли вам коллег в таблице, так что если вы уже начали выполнять дз5, то вам стоит еще раз заглянуть в таблицу",0.0883078947368421,0.33557,0.87245
625,"Все получилось, спасибо",0.17256,0.8628,0.8628
626,"Что делать в ситуации, когда я бы разбила на два слова то, что автор выделил как одно?",0.005742857142857142,0.020099999999999996,-0.9194
627,"пока запишите себе в напоминалку. Эти вещи нужно будет, после обсуждения с коллегой, пофиксить в ELAN, когда мы импортируем туда разметку",0.04762692307692308,0.20638333333333334,0.0
628,"ошибки в орфографии токенов можно исправлять, а вот количество токенов, разбиения и время - нет",0.043272222222222226,0.194725,0.08023333333333334
629,"а что делать в том случае, если новый коллега не выполнил задание и у него вообще нет разметки?",0.09783809523809524,0.3424333333333333,0.6391
630,"Пишите ассистенту, выдадим другой файл",0.12138571428571429,0.212425,0.0
631,Во фразе «ходите все в платьях» слово «все» считается DET?,0.034325,0.20595,0.0
632,"Скорее всего, это PRON",0.0,0.0,0.0
633,Иногда он не отличает все DET от все PRON,0.0,0.0,0.0
634,"Просто в примере на DET есть фраза «All must pay», где all это DET, но все равно...",0.022591304347826083,0.5196,0.0
635,"Возможно, я не права",0.06268333333333333,0.3761,0.0
636,"Скажите, пожалуйста &quot;чёто&quot; - какая часть речи? в корпусе отмечают как существительное, но мне это кажется странным",0.06038695652173913,0.1984142857142857,0.0
637,(...что это чёто сумасшествие какое-то),-0.1111111111111111,-1.0,-1.0
638,Чёто - это же что-то?,0.0,0.0,0.0
639,да,0.0,0.0,0.0
640,"Это проектная работа, а значит, помимо отдельных этапов (дз) имеется в виду общий результат и общие улучшаемые навыки лингвистического анализа (и за проект в целом будет отдельная оценка). Поэтому 1) вы можете дорабатывать свою морфологическую разметку  сейчас, 2) вы будете сравнивать два варианта разметки, свой и чужой, на следующем этапе и тем самым улучшать ее дальше, 3) на семинаре мы потренируемся импортировать грамматику в ELAN, и там тоже можно будет что-то еще поправить. NB только сейчас не трогайте разметку реплик по времени, чтобы можно было безболезненно сделать (3).",0.10907524752475248,0.36722,0.81656
641,"здравствуйте! скажите пожалуйста, можно ли исправлять работу, если я не успела её доделать до дедлайна? разметку. я думала, что нельзя, но недавно разговор об этом зашёл на паре, и сейчас я перечитала беседу и увидела ваше сообщение, где вы сказали, что наша разметка ещё будет доделываться.  теперь я не очень понимаю, как быть",0.12073432835820895,0.33705,0.42075
642,спасибо,0.0,0.0,0.0
643,"Извините, не могли бы вы подсказать, в каких случаях используется Polarity=Neg? Автоматическая разметка не поставила это вообще нигде, так и нужно?",0.08312962962962964,0.3740833333333333,0.7479666666666667
644,"Кроме того, существуют ли категории качественных/относительных/притяжательных прилагательных в разметке? Ко всем прилагательным и наречиям автоматически ставится степень сравнения, даже там, где по идее она не может быть",0.08579375,0.30504444444444445,0.65555
645,"Добрый день, эта помета не принципиальна, добавлять ее специально не стоит, убирать тоже.",0.12252777777777778,0.4411,1.0
646,"Тут система разметки упрощена, и степень сравнения приписывается всем прилагательным независимо от разряда (качественные vs относительные,  порядковые числительные, наречия-местоимения и т.д.). Причина - так проще учить автоматические нейросетевые модели",0.04872162162162162,0.2003,0.6045
647,Спасибо!,0.0,0.0,0.0
648,"А причастия, лемму которых автоматически определило глаголом (уязвленных (групп) - уязвить) лучше так и оставлять глаголом или перевести в прилагательные? Это просто не всегда выглядит привычно",0.05810689655172414,0.33702,1.0
649,"добрый вечер, подскажите, пожалуйста, слово &quot;раз&quot; в значении &quot;несколько раз&quot; к чему относиться будет?",0.09975217391304349,0.32775714285714286,0.8164
650,"Добрый вечер. В таблице меня ни у кого нет, при этом задание я сделала <a href=""https://t.me/olesar"">@olesar</a>",0.09539,0.38156,1.0
651,"Добрый вечер, решим это",0.2556,0.7667999999999999,1.0
652,существительное,0.0,0.0,0.0
653,спасибо,0.0,0.0,0.0
654,"Добрый вечер, &quot;уязвлен, поражен, рассержен&quot; я бы ставила VERB, так как есть конструкции типа &quot;меня уязвило/поразило/рассердило&quot;, которые показывают, что по значению это еще не так далеко отошло от глагола",0.05314,0.23617777777777776,0.24783333333333335
655,NOUN,0.0,0.0,0.0
656,"Да, но что касается конкретно полных форм? Что ставить к слову «уязвлённых» в «против уязвлённых групп»?",0.01434,0.0956,0.0
657,"Тут процесс адъективации уже пошел дальше, безусловно. ADJ (Кстати, в НКРЯ в этом случае поставили бы двойной разбор, но мы этой возможности лишены, должны выбрать что-то одно)",0.016978787878787878,0.08004285714285714,-0.04999999999999999
658,"Хорошо, спасибо большое",0.053380000000000004,0.2669,0.0
659,"в нкря иногда про наречия говорят, что их леммы восходят к наречиям, а иногда к прилагательным. скажите, пожалуйста, что стоит делать нам?<br>автоматическая разметка тоже иногда ставила у чего-то ADV, а у чего-то - ADJ",0.042872093023255814,0.30725,0.661
660,"извините, пожалуйста, если это уже обсуждалось",0.1111111111111111,1.0,1.0
661,подскажите пожалуйста что делать с двувидовыми? &quot;экстраполировать&quot; на дик.академике как 2 вида и в корпусе тоже оба встречаются<br>по контексту непонятно perf или imp,0.0849103448275862,0.35177142857142857,0.5943499999999999
662,"Добрый день! при глаголе будет наречием (одевалась модно), а в контексте &quot;это теперь не модно&quot; - кратким прилагательным. По контексту (и если конкретный контекст трудный,давайте его сюда)",0.07622941176470588,0.25918,0.1528
663,"Бывает такое, что оба варианта равновероятны. Ставьте любой",0.009090909090909092,0.1,0.0
664,спасибо огромное!,0.0,0.0,0.0
665,"Добрый вечер! Скажите, пожалуйста, обращение к одному человеку во множественном числе (вежливая речь, условно &quot;Иван, сделайте то и то&quot;) размечать глагол как множественное число?",0.0707939393939394,0.292025,1.0
666,"а у слов типа &quot;который&quot; нужно добавлять категории числа рода и одушевленности, если автоматически они не определились?",0.07265909090909091,0.22835714285714287,0.5735
667,который разве вообще не должно определяться как det а не как pron?,0.021314285714285713,0.2984,0.0
